Name,Description,GTEX-NPJ7,GTEX-P44H,GTEX-Q2AG,GTEX-QVJO,GTEX-UTHO,GTEX-WVLH,GTEX-Y8DK
ENSG00000200238,RNA5SP133,0,0,0,0,0,0,0
ENSG00000180376,CCDC66,920,612,774,718,1021,1368,644
ENSG00000163946,FAM208A,2274,1834,2359,1820,2095,4035,1630
ENSG00000163947,ARHGEF3,4650,2161,7196,2898,2706,8365,3426
ENSG00000240198,ARHGEF3-AS1,0,0,0,0,0,0,0
ENSG00000186451,SPATA12,4,0,0,2,0,0,0
ENSG00000272202,RP11-157F20.3,6,0,0,0,0,0,0
ENSG00000144730,IL17RD,1277,1252,677,499,270,781,439
ENSG00000229863,RP11-157F20.1,0,0,0,1,0,0,0
ENSG00000163666,HESX1,36,67,27,29,82,69,11
ENSG00000157500,APPL1,2930,1692,3441,2255,2074,5361,2164
ENSG00000239388,ASB14,61,64,56,32,77,82,33
ENSG00000174844,DNAH12,41,62,39,13,37,51,18
ENSG00000212392,Y_RNA,0,0,0,0,0,0,0
ENSG00000206918,RNU6-1181P,0,0,0,0,0,0,0
ENSG00000239831,RNF7P1,0,3,0,0,0,0,0
ENSG00000237186,RP11-229A12.2,0,0,0,0,19,0,0
ENSG00000202428,RNU6-108P,1,1,0,0,0,0,0
ENSG00000206815,RNU6-483P,1,0,0,1,0,0,1
ENSG00000174840,PDE12,1448,1050,1693,953,1293,2532,983
ENSG00000168374,ARF4,4636,3612,4544,2383,4355,6578,3467
ENSG00000272146,ARF4-AS1,1,1,3,0,0,7,0
ENSG00000210841,RNU6ATAC26P,0,0,0,0,0,0,0
ENSG00000174839,DENND6A,1092,807,913,613,1133,1389,474
ENSG00000239801,DENND6A-AS1,2,13,0,2,2,7,2
ENSG00000241933,RP11-755B10.3,2,0,0,0,0,0,2
ENSG00000163681,SLMAP,2154,1336,3023,1844,1877,3733,1625
ENSG00000270772,PDHA1P1,0,0,0,2,0,0,0
ENSG00000213509,PPIAP16,2,0,2,1,1,0,0
ENSG00000136068,FLNB,3069,1898,3218,2342,2800,4344,1732
ENSG00000244161,FLNB-AS1,34,24,67,40,1,109,17
ENSG00000283148,RP11-456N14.4,0,0,2,0,0,2,0
ENSG00000283511,RP11-456N14.6,1,2,2,0,0,0,3
ENSG00000163687,DNASE1L3,18,2,0,1,0,6,1
ENSG00000163686,ABHD6,1506,679,2488,1274,2525,3523,1571
ENSG00000163684,RPP14,1228,751,1656,917,1213,2023,841
ENSG00000255154,RP11-80H18.3,0,0,2,2,0,0,1
ENSG00000273493,RP11-80H18.4,2,6,3,2,8,7,1
ENSG00000168297,PXK,2239,1608,4036,2447,6789,7145,2433
ENSG00000275607,RP11-802O23.4,0,0,0,0,1,0,0
ENSG00000168291,PDHB,2783,2217,3936,1936,3799,6060,2733
ENSG00000272182,RP11-802O23.3,22,39,12,17,15,58,14
ENSG00000272360,RP11-359I18.5,8,0,8,0,6,13,3
ENSG00000168301,KCTD6,1438,1071,1364,771,1146,1826,720
ENSG00000168306,ACOX2,284,157,202,77,21,165,99
ENSG00000236722,RP11-359I18.1,3,0,0,0,0,0,0
ENSG00000168309,FAM107A,156658,98683,60628,36413,52062,35929,35883
ENSG00000243384,RP11-475O23.2,17,5,3,4,0,0,0
ENSG00000244383,FAM3D-AS1,4,0,3,4,0,9,1
ENSG00000198643,FAM3D,0,3,3,0,0,4,0
ENSG00000163689,C3orf67,71,44,96,45,40,112,33
ENSG00000242428,C3orf67-AS1,68,46,60,37,11,95,30
ENSG00000243295,CTD-2185K10.1,0,0,0,1,0,0,1
ENSG00000243903,RP11-285B24.1,0,0,1,0,0,0,0
ENSG00000242545,RP11-719N22.2,0,0,0,2,0,0,0
ENSG00000241804,RP11-719N22.1,0,0,0,0,0,0,0
ENSG00000277592,Metazoa_SRP,0,0,0,0,0,0,0
ENSG00000189283,FHIT,389,283,497,268,642,591,306
ENSG00000240097,RP11-641C17.4,0,0,0,0,0,2,0
ENSG00000232407,RP11-641C17.2,0,0,0,1,0,0,0
ENSG00000225673,RP11-641C17.3,0,0,0,0,0,0,0
ENSG00000244183,RP11-641C17.1,2,0,3,1,0,0,0
ENSG00000212211,U3,0,0,1,0,0,0,0
ENSG00000144724,PTPRG,3364,2527,3313,2196,1846,3692,2014
ENSG00000252420,Y_RNA,0,0,0,0,0,0,0
ENSG00000226360,RPL10AP6,51,61,66,33,68,27,16
ENSG00000252184,RNU2-10P,0,0,0,0,0,0,0
ENSG00000237456,RP11-154D3.1,0,0,1,0,0,0,0
ENSG00000241472,PTPRG-AS1,208,159,150,120,170,324,70
ENSG00000114405,C3orf14,2501,2172,3234,1951,3325,5549,2445
ENSG00000153266,FEZF2,379,388,850,475,784,2270,287
ENSG00000163618,CADPS,7836,4554,17449,8252,6605,23598,8953
ENSG00000225662,RP11-1036F1.1,0,0,0,0,0,0,0
ENSG00000244632,RN7SL863P,0,0,0,0,0,0,0
ENSG00000252449,RNU6-139P,0,0,0,0,0,0,0
ENSG00000226082,RP11-24H1.1,0,1,3,1,0,0,0
ENSG00000244342,LINC00698,10,0,2,0,10,14,2
ENSG00000242841,KRT8P35,1,0,0,0,0,2,0
ENSG00000240359,UBL5P3,0,0,0,0,0,0,0
ENSG00000163630,SYNPR,6201,4637,7037,5616,8831,13947,5882
ENSG00000241359,SYNPR-AS1,1,2,0,0,0,0,0
ENSG00000252301,RNA5SP134,0,0,0,0,0,1,0
ENSG00000188817,SNTN,0,9,4,1,0,3,0
ENSG00000224479,AC136289.1,88,16,97,20,35,179,49
ENSG00000163632,C3orf49,29,14,60,27,18,69,22
ENSG00000163634,THOC7,2181,2749,2503,1437,4420,4091,2025
ENSG00000240549,THOC7-AS1,4,0,0,0,0,7,0
ENSG00000163635,ATXN7,1388,1075,1679,949,955,2626,715
ENSG00000280620,SCAANT1,7,3,3,4,0,4,1
ENSG00000239653,PSMD6-AS2,49,45,54,20,5,74,34
ENSG00000271843,RP11-245J9.5,16,20,51,15,86,76,30
ENSG00000163636,PSMD6,2383,1840,2549,1448,3330,3674,1874
ENSG00000243410,PSMD6-AS1,9,5,6,4,0,12,2
ENSG00000272181,RP11-245J9.6,11,2,6,6,0,6,4
ENSG00000241111,PRICKLE2-AS1,6,3,16,8,0,11,2
ENSG00000200222,U3,0,0,0,0,0,0,0
ENSG00000189196,LINC00994,0,0,0,0,0,1,0
ENSG00000163637,PRICKLE2,3811,2347,4717,2194,4187,6718,1942
ENSG00000241101,PRICKLE2-AS2,0,0,1,1,0,0,0
ENSG00000239926,PRDX3P4,13,0,13,2,0,2,2
ENSG00000226017,PRICKLE2-AS3,1,0,0,0,0,0,0
ENSG00000244564,RP11-14D22.1,0,0,0,0,0,0,0
ENSG00000212340,RNU6-739P,0,0,0,0,0,0,0
ENSG00000163638,ADAMTS9,2301,227,246,292,304,330,106
ENSG00000241158,ADAMTS9-AS1,157,28,118,10,34,58,35
ENSG00000241684,ADAMTS9-AS2,80,33,49,27,0,58,54
ENSG00000243149,LINC02040,3,0,1,0,0,0,0
ENSG00000151276,MAGI1,2790,2710,7447,2603,2549,8004,3171
ENSG00000270059,RP11-88H12.2,66,45,119,49,106,162,73
ENSG00000244226,ILF2P1,0,1,0,1,1,1,0
ENSG00000223409,RPL17P17,2,0,2,0,0,0,0
ENSG00000272610,MAGI1-IT1,6,2,0,4,0,0,2
ENSG00000240175,MAGI1-AS1,0,0,6,0,0,0,0
ENSG00000202071,Y_RNA,0,0,0,0,0,0,0
ENSG00000203647,RP11-320P11.1,3,0,0,0,0,0,0
ENSG00000144741,SLC25A26,1227,1187,1810,804,1645,2338,1211
ENSG00000206759,RNU6-787P,0,0,0,0,0,0,0
ENSG00000241587,RN7SL482P,0,0,0,0,0,0,0
ENSG00000144749,LRIG1,9937,3752,4616,2759,2919,3381,2163
ENSG00000271174,RP11-814M22.2,0,0,0,0,0,0,0
ENSG00000214560,RPL21P41,0,0,0,0,0,0,0
ENSG00000163376,KBTBD8,241,238,296,140,103,452,198
ENSG00000283298,MIR4272,0,0,0,0,0,0,0
ENSG00000241884,RP11-85I21.1,0,0,0,0,0,4,0
ENSG00000172340,SUCLG2,1351,919,834,679,628,828,786
ENSG00000242510,NDUFB4P1,0,0,0,0,0,2,0
ENSG00000241316,SUCLG2-AS1,47,32,42,32,1,43,30
ENSG00000183662,FAM19A1,1499,720,2237,679,1114,1989,1237
ENSG00000214552,COPS8P2,7,6,23,0,4,8,0
ENSG00000240568,RP11-1008M1.1,1,0,0,0,0,0,0
ENSG00000244640,RP11-436J20.1,0,0,0,0,0,0,0
ENSG00000241506,PSMC1P1,25,49,103,50,60,49,15
ENSG00000163377,FAM19A4,89,50,211,59,292,249,148
ENSG00000252828,RNA5SP135,0,0,0,0,0,0,0
ENSG00000163378,EOGT,892,1144,1037,599,583,1188,530
ENSG00000244513,CTD-2013N24.2,88,68,83,25,138,129,68
ENSG00000144747,TMF1,1794,1360,1800,1269,1040,2934,1240
ENSG00000265355,MIR3136,0,0,0,0,0,0,0
ENSG00000144744,UBA3,2299,1657,2584,1674,3429,4142,1858
ENSG00000144746,ARL6IP5,10391,5593,11189,7008,13873,16738,8615
ENSG00000163380,LMOD3,20,49,69,66,128,93,60
ENSG00000114541,FRMD4B,290,450,655,658,1642,1355,376
ENSG00000239263,RBM43P1,0,0,2,0,0,0,0
ENSG00000240265,RP11-62G11.1,0,0,0,0,0,0,0
ENSG00000240842,RP11-62G11.2,0,0,0,0,0,0,0
ENSG00000241667,RP11-444P10.1,0,0,0,0,0,2,0
ENSG00000187098,MITF,259,400,381,363,366,504,206
ENSG00000241665,RN7SL418P,0,0,0,0,0,0,0
ENSG00000240405,SAMMSON,0,1,1,0,26,1,0
ENSG00000271034,RP11-963H1.1,0,1,1,0,1,0,0
ENSG00000242728,UQCRHP4,0,0,0,0,0,0,0
ENSG00000242120,RP11-231I13.2,0,0,0,0,0,0,0
ENSG00000240156,COX6CP6,0,0,1,0,0,0,0
ENSG00000243873,HMGB1P36,0,0,0,0,0,0,0
ENSG00000206939,RNU6-281P,0,0,0,0,0,0,0
ENSG00000114861,FOXP1,4010,2640,4407,2429,4006,4672,2464
ENSG00000277539,RP11-298C2.1,0,0,0,0,0,0,0
ENSG00000244203,FOXP1-AS1,2,2,1,2,0,0,0
ENSG00000221264,MIR1284,0,0,0,0,0,0,0
ENSG00000274387,RP11-154H23.5,0,0,0,0,0,0,0
ENSG00000242094,FOXP1-IT1,4,0,2,0,0,4,2
ENSG00000270562,RP11-154H23.3,29,9,32,21,34,45,22
ENSG00000277855,RP11-154H23.4,13,12,38,6,0,31,17
ENSG00000163412,EIF4E3,4016,3500,5552,3524,3667,8389,3650
ENSG00000170837,GPR27,1856,1837,2013,1105,1777,2281,1321
ENSG00000163421,PROK2,20,66,33,7,33,6,0
ENSG00000239250,RN7SL271P,0,0,0,0,0,0,0
ENSG00000244130,UBE2Q2P9,0,0,0,0,0,0,0
ENSG00000241163,LINC00877,29,42,18,45,62,80,26
ENSG00000273461,RP11-398A8.4,0,0,0,0,0,0,0
ENSG00000276471,RP11-398A8.5,0,3,0,0,0,0,1
ENSG00000239350,RP11-398A8.2,0,0,0,0,0,0,0
ENSG00000242609,RP11-398A8.1,0,0,0,0,0,0,0
ENSG00000243083,LINC00870,16,23,18,12,4,33,19
ENSG00000272774,RP11-433A10.3,6,10,2,0,0,14,5
ENSG00000242618,RP11-433A10.2,0,4,0,0,0,0,0
ENSG00000260670,RP11-447M4.1,0,0,0,0,0,0,0
ENSG00000163602,RYBP,2744,2589,3389,2101,4491,5119,1833
ENSG00000244345,RP11-654C22.2,0,0,0,0,0,0,0
ENSG00000199469,RNU1-62P,0,0,0,0,0,0,0
ENSG00000239568,RP11-654C22.1,0,0,0,0,0,0,0
ENSG00000222838,RNA5SP136,0,0,0,0,0,0,0
ENSG00000144736,SHQ1,646,322,584,330,634,814,384
ENSG00000241537,RP11-624D20.1,0,0,1,0,0,0,0
ENSG00000240135,PSMD12P,0,2,0,0,0,0,0
ENSG00000271266,LAPTM4BP2,0,0,0,0,0,0,0
ENSG00000172986,GXYLT2,108,138,137,96,90,173,94
ENSG00000276890,Metazoa_SRP,0,0,0,0,0,0,0
ENSG00000242960,FTH1P23,6,41,40,22,51,18,7
ENSG00000163605,PPP4R2,2778,1924,2869,2036,3840,4314,1730
ENSG00000238959,RNU7-19P,0,0,0,0,0,0,0
ENSG00000255423,EBLN2,28,13,13,18,0,17,21
ENSG00000252651,RNU6-557P,0,0,0,0,0,0,0
ENSG00000223247,RNU2-64P,0,0,0,0,0,0,0
ENSG00000182921,CCDC75P1,0,0,0,0,0,0,0
ENSG00000252937,RNU6-1270P,0,0,0,0,0,0,0
ENSG00000121440,PDZRN3,1683,1376,3484,1072,1795,3678,1297
ENSG00000239119,RNU7-119P,0,0,0,0,0,0,0
ENSG00000239677,PDZRN3-AS1,0,1,0,0,0,0,0
ENSG00000278934,CTD-2006M22.2,37,41,62,21,24,89,25
ENSG00000242364,RP11-451J24.1,0,0,0,0,0,0,0
ENSG00000242741,LINC02005,0,0,0,0,0,0,0
ENSG00000278554,Metazoa_SRP,0,0,0,0,0,0,0
ENSG00000239454,LINC02047,0,0,0,0,0,0,0
ENSG00000223738,RP11-781E19.1,0,0,0,0,0,0,0
ENSG00000213452,AKR1B1P2,0,2,0,0,0,0,0
ENSG00000113805,CNTN3,1848,867,2566,1085,1484,3050,1536
ENSG00000241022,NIPA2P2,0,0,1,0,0,0,0
ENSG00000242638,RN7SL294P,0,0,0,0,0,0,0
ENSG00000266780,MIR4444-2,0,0,0,0,0,0,0
ENSG00000213300,HNRNPA3P6,20,24,87,26,13,50,16
ENSG00000228868,MYLKP1,2,2,3,6,0,13,0
ENSG00000243674,OR7E66P,0,0,2,0,0,8,0
ENSG00000179799,OR7E22P,6,6,6,0,4,11,4
ENSG00000230655,OR7E55P,2,0,0,0,0,0,0
ENSG00000244699,RP11-803B1.2,7,4,19,2,0,4,3
ENSG00000240665,LSP1P2,0,0,2,0,0,1,0
ENSG00000242953,RP11-803B1.3,0,1,2,0,0,0,2
ENSG00000238278,ALG1L6P,3,1,6,2,1,13,9
ENSG00000244026,FAM86DP,375,201,541,210,157,534,358
ENSG00000272690,LINC02018,97,28,76,26,93,63,36
ENSG00000239959,ENPP7P2,33,2,21,19,31,27,25
ENSG00000243794,SNRPCP10,0,0,0,0,0,0,0
ENSG00000272710,CTD-2026G6.3,0,0,2,8,13,1,0
ENSG00000244674,RPS3AP15,2,0,1,0,1,1,0
ENSG00000239383,RP11-413E6.2,0,0,0,0,0,0,0
ENSG00000244222,OR7E121P,0,0,0,0,0,0,0
ENSG00000172971,UNC93B3,7,12,5,7,15,12,7
ENSG00000243422,RPL23AP49,123,44,36,43,119,85,51
ENSG00000282912,RP11-413E6.11,0,0,0,0,0,0,0
ENSG00000282511,CLUHP10,3,0,0,1,0,0,2
ENSG00000283894,MIR1324,0,2,0,0,0,0,0
ENSG00000241532,AGGF1P3,10,0,4,2,0,2,4
ENSG00000241622,RARRES2P1,26,11,20,12,16,31,19
ENSG00000172969,FRG2C,2,0,8,6,0,0,4
ENSG00000236138,DUX4L26,3,5,6,2,2,13,10
ENSG00000242516,LINC00960,55,39,68,29,30,72,30
ENSG00000227124,ZNF717,303,216,234,194,213,493,162
ENSG00000185008,ROBO2,1647,1147,3811,1314,1388,5400,1495
ENSG00000222883,Y_RNA,0,0,0,0,0,0,0
ENSG00000240809,RP11-550F7.1,18,6,20,9,0,21,8
ENSG00000199520,RNU6-386P,0,0,0,0,0,1,0
ENSG00000213450,VDAC1P7,0,0,0,0,0,0,0
ENSG00000206891,RNU6-217P,0,0,0,0,0,0,0
ENSG00000244461,LINC02077,0,0,0,0,0,0,0
ENSG00000240573,RP11-354H21.2,0,0,0,0,0,0,0
ENSG00000243957,RN7SL647P,0,0,0,0,0,0,0
ENSG00000222574,RN7SKP61,0,0,0,0,0,0,0
ENSG00000240241,RP11-314M24.1,0,0,0,0,1,0,0
ENSG00000239226,MRPS17P3,0,0,0,0,0,0,0
ENSG00000169855,ROBO1,2025,1593,2947,1287,2004,2964,1284
ENSG00000240752,RP11-588D3.1,0,0,0,0,0,0,0
ENSG00000240964,RN7SL751P,0,0,0,0,0,0,1
ENSG00000265193,MIR3923,0,0,0,0,0,0,0
ENSG00000243877,HMGB1P38,0,0,0,0,0,0,0
ENSG00000271389,OSBPL9P1,0,0,0,0,0,0,0
ENSG00000239699,HNRNPA3P8,0,0,0,0,0,1,0
ENSG00000242586,RP11-481N16.1,0,0,0,0,0,0,0
ENSG00000242828,RP11-47P18.1,0,0,0,0,0,0,0
ENSG00000242781,LINC02050,0,0,0,0,0,0,0
ENSG00000243694,LINC02027,0,0,0,0,0,3,0
ENSG00000242145,RP11-520D19.1,0,0,0,0,0,0,0
ENSG00000241593,RP11-520D19.2,4,0,0,4,0,6,1
ENSG00000244281,RP11-564P9.1,0,0,0,0,0,3,0
ENSG00000114480,GBE1,801,544,767,545,704,1422,513
ENSG00000222389,RNU2-28P,0,0,0,0,0,0,0
ENSG00000241319,SETP6,0,0,0,0,0,0,0
ENSG00000240404,RP11-142L1.3,0,0,0,0,0,0,0
ENSG00000242190,RP11-142L1.1,2,2,1,0,0,3,0
ENSG00000242009,RP11-359D24.1,0,0,0,0,0,3,0
ENSG00000239440,LINC02008,1,0,7,2,0,0,0
ENSG00000241367,RPL7AP23,0,0,0,0,0,0,0
ENSG00000241095,CYP51A1P1,0,4,11,1,0,3,0
ENSG00000242195,SRRM1P2,0,0,0,0,0,0,0
ENSG00000242641,LINC00971,0,0,0,0,0,0,0
ENSG00000241776,RP11-651J20.1,0,0,0,0,0,0,0
ENSG00000242339,LINC02025,0,0,0,0,0,0,0
ENSG00000175161,CADM2,12909,8196,14427,9064,10331,25483,11373
ENSG00000264084,MIR5688,0,0,0,0,0,0,0
ENSG00000241648,CADM2-AS2,0,0,0,0,0,0,0
ENSG00000239519,CADM2-AS1,42,0,27,6,4,4,0
ENSG00000243915,THAP12P2,6,4,3,4,0,0,0
ENSG00000201410,snoZ40,0,0,0,0,0,0,0
ENSG00000251773,RNU6-1129P,0,0,0,0,0,0,0
ENSG00000239767,RP11-789F5.1,2,0,0,0,0,0,0
ENSG00000222934,RN7SKP284,0,0,0,0,0,0,0
ENSG00000241328,LINC02070,0,0,0,0,0,0,0
ENSG00000277746,RP11-43A1.1,0,0,0,0,0,0,0
ENSG00000206538,VGLL3,124,61,41,104,50,57,32
ENSG00000241293,PPATP1,2,1,0,0,0,0,0
ENSG00000281392,LINC00506,104,28,90,36,74,118,49
ENSG00000264119,MIR4795,0,0,0,0,0,0,0
ENSG00000083937,CHMP2B,1921,1672,2116,1378,2338,3713,1547
ENSG00000064835,POU1F1,0,2,9,2,16,24,2
ENSG00000239829,KRT8P25,0,0,0,0,0,0,0
ENSG00000240902,APOOP2,0,0,0,0,0,0,0
ENSG00000240255,PSMC1P6,0,0,2,0,0,0,0
ENSG00000239572,RP11-451B8.1,5,0,10,5,0,3,1
ENSG00000200703,RNU6-873P,0,0,0,0,0,0,0
ENSG00000221059,RNU6ATAC6P,0,0,0,0,0,0,0
ENSG00000179097,HTR1F,47,24,30,42,8,77,40
ENSG00000163320,CGGBP1,5358,3275,5865,3794,5109,8703,3255
ENSG00000175105,ZNF654,694,546,678,501,598,1374,516
ENSG00000241535,CBX5P1,0,0,0,0,0,2,0
ENSG00000179021,C3orf38,652,375,696,424,748,945,418
ENSG00000242159,ABCF2P1,3,0,2,0,0,2,2
ENSG00000283434,RP11-249L12.1,17,5,5,12,36,11,8
ENSG00000207316,Y_RNA,0,0,0,0,0,0,0
ENSG00000242365,NDUFA5P5,0,0,0,0,0,0,0
ENSG00000242705,ICE2P2,0,0,0,0,2,0,0
ENSG00000241861,GAPDHP50,0,0,0,0,0,0,0
ENSG00000044524,EPHA3,321,213,820,316,222,1297,323
ENSG00000240951,MTCO2P6,0,0,0,0,0,0,0
ENSG00000240309,MTCO1P6,0,0,0,0,0,0,0
ENSG00000212598,U3,0,0,0,0,0,0,0
ENSG00000222490,RNU6-712P,0,0,0,0,0,0,0
ENSG00000189002,PROS2P,0,1,0,1,0,0,0
ENSG00000271024,HSPE1P19,0,0,0,0,0,0,0
ENSG00000283367,Clostridiales-1,0,0,0,0,0,0,0
ENSG00000283544,ABBA01000934.1,4,10,9,3,0,6,1
ENSG00000251727,RNU6-488P,0,0,0,0,0,0,0
ENSG00000184500,PROS1,1068,650,569,377,588,524,326
ENSG00000201339,Y_RNA,0,0,0,0,0,0,0
ENSG00000200366,RNU6-511P,0,0,0,0,0,0,0
ENSG00000169379,ARL13B,407,390,381,271,279,551,232
ENSG00000239614,HMGN1P7,0,0,0,2,0,0,1
ENSG00000178750,STX19,18,4,22,17,30,24,6
ENSG00000178700,DHFR2,445,564,600,396,274,667,351
ENSG00000178694,NSUN3,357,270,434,287,300,647,251
ENSG00000242457,RBBP4P2,0,5,6,0,0,2,5
ENSG00000178660,ARMC10P1,3,0,10,6,1,11,3
ENSG00000242911,RP11-118N24.2,0,0,0,0,0,0,0
ENSG00000234629,WDR82P1,1,1,2,0,0,0,0
ENSG00000239589,LINC00879,0,0,0,0,0,0,0
ENSG00000244048,RPS18P6,0,0,0,0,0,0,0
ENSG00000244681,MTHFD2P1,4,1,3,0,1,1,2
ENSG00000271671,RP11-598F17.2,0,0,0,0,0,0,0
ENSG00000243547,HNRNPKP4,19,42,59,44,16,42,13
ENSG00000278103,MIR8060,0,0,0,0,0,0,0
ENSG00000241815,RP11-124D9.1,1,0,1,0,0,0,0
ENSG00000199286,RNU6-1094P,0,0,0,0,0,0,0
ENSG00000269028,MTRNR2L12,403,303,752,233,484,177,145
ENSG00000218754,RPL18AP8,0,1,0,0,1,0,0
ENSG00000241018,RCC2P5,0,0,0,0,0,0,0
ENSG00000176243,CDV3P1,0,0,0,0,0,0,0
ENSG00000080224,EPHA6,173,101,226,75,39,165,158
ENSG00000251172,RP11-529P9.1,0,3,2,0,0,0,2
ENSG00000261292,RP11-389G6.3,730,358,1145,366,690,960,590
ENSG00000113966,ARL6,1513,896,1967,1180,970,2564,1347
ENSG00000282527,RP11-389G6.5,0,0,0,0,0,0,0
ENSG00000080200,CRYBG3,364,312,248,402,78,374,276
ENSG00000279658,RP11-389G6.4,0,0,0,0,0,0,0
ENSG00000170854,RIOX2,1116,488,1068,724,713,1166,716
ENSG00000183185,GABRR3,0,0,0,0,0,0,0
ENSG00000250750,OR5BM1P,0,0,0,0,0,0,0
ENSG00000213439,OR5AC1,0,0,0,0,0,0,0
ENSG00000196578,OR5AC2,0,0,0,0,0,0,0
ENSG00000249225,RP11-343D2.11,0,0,0,0,0,0,0
ENSG00000251090,OR5AC4P,0,0,0,0,0,0,0
ENSG00000248365,POU5F1P7,0,0,0,0,0,0,0
ENSG00000231192,OR5H1,0,0,0,0,0,0,0
ENSG00000236032,OR5H14,0,0,0,0,0,0,0
ENSG00000233412,OR5H15,0,0,0,0,0,0,0
ENSG00000249321,OR5H5P,0,0,0,0,0,0,0
ENSG00000249975,OR5H3P,0,0,0,0,0,0,0
ENSG00000248507,OR5H4P,0,0,0,0,0,0,0
ENSG00000251088,RP11-325B23.2,0,0,0,0,0,0,0
ENSG00000187900,OR5H7P,0,0,0,0,0,0,0
ENSG00000230301,OR5H6,0,0,0,0,0,0,0
ENSG00000197938,OR5H2,0,0,0,0,0,0,0
ENSG00000232535,OR5H8,0,0,0,0,0,0,0
ENSG00000196098,OR5K4,0,0,0,0,0,0,0
ENSG00000206536,OR5K3,0,0,0,0,0,0,0
ENSG00000244653,UBFD1P1,0,0,0,0,0,0,0
ENSG00000232382,OR5K1,0,0,0,0,0,0,0
ENSG00000231861,OR5K2,6,12,6,0,29,9,1
ENSG00000080822,CLDND1,7708,10447,8301,9082,27465,15034,5750
ENSG00000080819,CPOX,1180,787,1454,1014,2414,2417,938
ENSG00000250562,RPL38P4,3,1,0,0,0,0,0
ENSG00000248839,RP11-227H4.5,0,0,0,0,0,0,0
ENSG00000154165,GPR15,0,0,0,1,0,0,0
ENSG00000240827,RP11-227H4.1,0,0,0,0,0,0,0
ENSG00000244153,WWP1P1,4,1,17,1,2,0,0
ENSG00000239445,ST3GAL6-AS1,24,32,7,16,21,49,50
ENSG00000064225,ST3GAL6,1098,868,1177,970,1920,1843,921
ENSG00000249274,PDLIM1P4,9,10,12,5,6,19,8
ENSG00000057019,DCBLD2,1313,845,1693,906,1196,2167,1041
ENSG00000206712,RNU6-26P,0,1,0,0,0,0,0
ENSG00000239462,CTD-2021J15.1,1,0,0,0,0,3,0
ENSG00000207331,RNU6-1263P,0,0,0,0,0,0,0
ENSG00000240476,LINC00973,0,0,0,0,0,0,0
ENSG00000275108,U7,0,0,0,0,0,0,0
ENSG00000241305,ACTG1P13,0,0,0,0,0,0,0
ENSG00000240572,RP11-121C1.1,0,0,0,0,0,0,0
ENSG00000243296,RP11-779P15.1,0,0,0,0,0,0,0
ENSG00000243089,RP11-779P15.2,0,0,1,0,0,0,0
ENSG00000244464,RP11-201E8.1,0,1,0,0,0,0,0
ENSG00000144810,COL8A1,535,156,47,96,73,73,40
ENSG00000273374,RP11-383I23.2,32,6,16,12,2,33,12
ENSG00000184220,CMSS1,1427,1082,1720,828,1711,2712,1526
ENSG00000168386,FILIP1L,617,286,705,952,192,844,286
ENSG00000264897,MIR3921,0,0,0,0,0,0,0
ENSG00000235156,TMEM30CP,0,0,1,0,0,0,0
ENSG00000277000,DUSP12P1,0,0,0,1,0,0,0
ENSG00000243974,VTI1BP1,1,1,4,1,3,5,0
ENSG00000036054,TBC1D23,1628,1203,2013,1194,1627,2595,1112
ENSG00000114021,NIT2,1243,1161,1595,1127,1248,2965,1363
ENSG00000154174,TOMM70,5382,3563,7688,4474,5100,12017,4441
ENSG00000206535,LNP1,622,606,1053,560,942,1643,713
ENSG00000181458,TMEM45A,71,78,56,76,84,99,34
ENSG00000144820,ADGRG7,0,0,0,0,0,0,1
ENSG00000252989,SNORA31,0,0,0,0,0,0,0
ENSG00000243495,GMFBP1,0,0,0,0,0,0,0
ENSG00000114354,TFG,3871,2881,3864,2123,4370,5680,2892
ENSG00000154175,ABI3BP,326,177,190,70,56,253,74
ENSG00000213431,RP11-301G23.1,0,0,0,0,0,0,0
ENSG00000201642,RNU6-865P,0,0,0,0,0,0,0
ENSG00000242573,ACTR3P3,0,0,0,0,0,0,0
ENSG00000081148,IMPG2,41,3,66,46,1,96,31
ENSG00000138468,SENP7,1198,1173,1081,750,1156,1827,833
ENSG00000241738,ZNF90P1,3,0,2,0,0,0,0
ENSG00000232830,RP11-144C15.1,0,0,0,0,0,0,0
ENSG00000282978,RP11-144C15.2,5,7,5,2,3,2,0
ENSG00000201554,Y_RNA,0,0,0,0,0,0,0
ENSG00000175841,FAM172BP,3,0,1,0,0,0,0
ENSG00000174173,TRMT10C,871,689,1147,637,1062,1924,760
ENSG00000081154,PCNP,7877,8936,8536,5828,8620,14801,6479
ENSG00000242299,RP11-234A1.1,61,122,131,76,150,91,20
ENSG00000243396,RP11-454H13.1,0,0,1,0,0,0,0
ENSG00000252348,RNU6-1256P,0,0,1,0,0,0,0
ENSG00000212319,Y_RNA,0,0,0,0,0,0,0
ENSG00000201511,Y_RNA,0,0,0,0,0,0,0
ENSG00000066422,ZBTB11,2294,1179,2848,1673,2044,3867,1856
ENSG00000201121,RNY1P12,0,0,0,0,0,0,0
ENSG00000256628,ZBTB11-AS1,74,81,59,40,65,112,39
ENSG00000114391,RPL24,13020,10686,8909,5954,21102,13568,7734
ENSG00000244119,PDCL3P4,51,111,116,53,182,238,49
ENSG00000182504,CEP97,1207,918,1575,1061,1891,2843,1073
